Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
S	MYB46	RRTF1_3ARY	12	957	186	0.0288775	0.11551	1	1	AT1G07920;AT2G07708;AT2G47380;AT3G10920;AT3G53730;AT3G60245;AT5G18380;AT5G47030;AT5G53460;AT5G53560;ATMG00030;ATMG00090;
S	MYB46	RVE1	5	800	186	0.627581	0.627581	1	1	AT2G07708;AT3G12120;AT5G02500;AT5G53460;AT5G53560;
S	MYB46	RVE1_2	6	868	186	0.530609	0.530609	1	1	AT1G65930;AT2G35120;AT3G12120;AT3G25520;AT4G05320;AT5G53560;
S	MYB46_2	MYB52	12	1257	186	0.141705	0.166451	1	1	AT2G07708;AT2G47610;AT3G18740;AT3G27360;AT3G53020;AT4G05320;AT5G18380;AT5G27670;AT5G47030;AT5G53560;AT5G56670;AT5G59970;
S	MYB46_2	MYB52_2	2	270	186	0.543882	0.543882	1	1	AT4G13930;AT5G59870;
S	MYB46_2	MYB55	16	1783	186	0.146943	0.166451	1	1	AT1G07920;AT1G15120;AT1G31812;AT2G07708;AT2G47610;AT3G10920;AT3G53020;AT3G60245;AT4G13930;AT5G08060;AT5G10980;AT5G18380;AT5G47030;AT5G53560;AT5G59870;ATMG00090;
S	MYB46_2	MYB55_2	0	7	186	1	1	1	1	
S	MYB46_2	MYB59	3	830	186	0.920439	0.920439	1	1	AT1G31812;AT2G07708;AT5G02500;
S	MYB46_2	RAP2.3	13	1252	186	0.0806627	0.161325	1	1	AT1G01100;AT1G67785;AT2G07708;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT5G18380;AT5G27670;AT5G47030;AT5G56670;AT5G59870;AT5G59970;
S	MYB46_2	RAP2.3_2	19	1440	186	0.00396922	0.044976	0.738276	1	AT1G01100;AT1G07920;AT1G67785;AT2G07708;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT4G05320;AT5G02500;AT5G18380;AT5G27670;AT5G39570;AT5G47030;AT5G53560;AT5G56670;AT5G59870;AT5G59970;ATMG00090;
S	MYB46_2	RAP2.3_3ARY	16	1383	186	0.0247413	0.0989652	1	1	AT1G01100;AT1G07920;AT2G07708;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT4G05320;AT5G18380;AT5G27670;AT5G47030;AT5G53560;AT5G56670;AT5G59870;AT5G59970;ATMG00090;
S	MYB46_2	RAP2.6	11	1153	186	0.155341	0.166451	1	1	AT1G01100;AT1G15120;AT2G07708;AT3G18740;AT3G53020;AT3G60245;AT5G18380;AT5G27670;AT5G56670;AT5G59870;AT5G59970;
S	MYB46_2	RAP2.6_2	17	1428	186	0.0163476	0.0817381	1	1	AT1G01100;AT1G07920;AT1G15120;AT1G31812;AT2G07708;AT3G10920;AT3G18740;AT3G53020;AT5G02500;AT5G18380;AT5G27670;AT5G39570;AT5G47030;AT5G53560;AT5G56670;AT5G59970;ATMG00090;
S	MYB46_2	RAP2.6_3ARY	13	1300	186	0.100412	0.166451	1	1	AT1G43170;AT2G47610;AT3G10920;AT3G18740;AT3G53020;AT4G05320;AT5G18380;AT5G27670;AT5G39570;AT5G53560;AT5G56670;AT5G59970;ATMG00090;
S	MYB46_2	RRTF1	14	1294	186	0.0547841	0.152706	1	1	AT1G01100;AT1G67785;AT2G07708;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT5G18380;AT5G27670;AT5G47030;AT5G56670;AT5G59870;AT5G59970;AT5G62300;
S	MYB46_2	RRTF1_2	17	1455	186	0.0192457	0.0869288	1	1	AT1G01100;AT1G07920;AT1G67785;AT2G07708;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT5G18380;AT5G27670;AT5G39570;AT5G47030;AT5G53560;AT5G56670;AT5G59870;AT5G59970;ATMG00090;
S	MYB46_2	RRTF1_3ARY	16	1432	186	0.0326143	0.116218	1	1	AT1G07920;AT1G67785;AT2G07708;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT5G18380;AT5G27670;AT5G39570;AT5G47030;AT5G53560;AT5G56670;AT5G59870;AT5G59970;ATMG00090;
S	MYB46_2	RVE1	9	665	186	0.0365444	0.116218	1	1	AT1G54410;AT1G67785;AT2G01250;AT2G07708;AT3G17390;AT5G02500;AT5G53560;AT5G56670;AT5G62300;
S	MYB46_2	RVE1_2	11	756	186	0.013678	0.0783242	1	1	AT1G54410;AT1G67785;AT2G01250;AT3G17390;AT4G05320;AT4G14880;AT5G15320;AT5G27670;AT5G39570;AT5G53560;AT5G56670;
S	MYB52	MYB52_2	11	1221	186	0.200796	0.200796	1	1	AT2G07708;AT2G47610;AT2G47730;AT3G27360;AT4G21850;AT5G03850;AT5G15230;AT5G18380;AT5G47030;AT5G48810;AT5G65360;
S	MYB52	MYB55	10	1317	186	0.393285	0.393285	1	1	AT2G07708;AT2G35120;AT2G47610;AT3G46030;AT4G14320;AT5G18380;AT5G47030;AT5G53560;AT5G59690;ATMG00030;
S	MYB52	MYB55_2	11	1174	186	0.16877	0.16877	1	1	AT2G07708;AT2G35120;AT2G47610;AT3G18740;AT3G27360;AT3G53020;AT4G05320;AT5G18380;AT5G47030;AT5G48810;AT5G56670;
S	MYB52	MYB59	8	1098	186	0.459751	0.459751	1	1	AT1G08480;AT1G09560;AT2G07708;AT3G46030;AT4G14320;AT4G21105;AT4G28060;AT5G47030;
S	MYB52	RAP2.3	18	1626	186	0.0261906	0.104762	1	1	AT1G17880;AT1G19910;AT2G07708;AT2G47730;AT3G02080;AT3G09500;AT3G18740;AT3G53020;AT4G14320;AT4G34110;AT4G40040;AT5G18380;AT5G27670;AT5G47030;AT5G53560;AT5G56670;AT5G59970;ATMG00030;
S	MYB52	RAP2.3_2	19	1588	186	0.0108473	0.0650837	1	1	AT1G19910;AT1G78040;AT2G07708;AT2G47730;AT3G02080;AT3G18740;AT3G46030;AT3G53020;AT4G05320;AT4G28060;AT4G34110;AT4G40040;AT5G18380;AT5G27670;AT5G47030;AT5G53560;AT5G56670;AT5G59970;ATMG00030;
S	MYB52	RAP2.3_3ARY	20	1492	186	0.00262195	0.0400854	0.487683	1	AT1G17880;AT1G19910;AT1G78040;AT2G07708;AT2G47730;AT3G02080;AT3G18740;AT3G53020;AT4G05320;AT4G28060;AT4G34110;AT4G40040;AT5G18380;AT5G27670;AT5G47030;AT5G48810;AT5G53560;AT5G56670;AT5G59970;ATMG00030;
S	MYB52	RAP2.6	19	1593	186	0.0111874	0.0671246	1	1	AT1G17880;AT1G19910;AT1G78040;AT2G07708;AT2G47610;AT2G47730;AT3G02080;AT3G18740;AT3G53020;AT4G14320;AT4G34110;AT4G40040;AT5G18380;AT5G27670;AT5G47030;AT5G53560;AT5G56670;AT5G59970;ATMG00030;
S	MYB52	RAP2.6_2	19	1457	186	0.00449788	0.044976	0.836605	1	AT1G08480;AT1G17880;AT2G07708;AT2G47730;AT3G02080;AT3G18740;AT3G49010;AT3G53020;AT4G14320;AT4G28060;AT4G40040;AT5G18380;AT5G27670;AT5G47030;AT5G53560;AT5G56670;AT5G59690;AT5G59970;ATMG00030;
S	MYB52	RAP2.6_3ARY	23	1730	186	0.00139683	0.0400854	0.259811	1	AT1G17880;AT1G19910;AT1G78040;AT2G35120;AT2G47610;AT2G47730;AT3G02080;AT3G18740;AT3G46030;AT3G53020;AT4G05320;AT4G14320;AT4G21105;AT4G28060;AT4G34110;AT4G40040;AT5G18380;AT5G27670;AT5G53560;AT5G56670;AT5G59970;AT5G64310;ATMG00030;
S	MYB52	RRTF1	18	1600	186	0.0227603	0.0910413	1	1	AT1G17880;AT1G19910;AT2G07708;AT2G47610;AT2G47730;AT3G02080;AT3G18740;AT3G53020;AT4G14320;AT4G34110;AT4G40040;AT5G18380;AT5G27670;AT5G47030;AT5G53560;AT5G56670;AT5G59970;ATMG00030;
S	MYB52	RRTF1_2	15	1533	186	0.0937506	0.166451	1	1	AT1G17880;AT1G19910;AT2G07708;AT3G02080;AT3G18740;AT3G53020;AT4G34110;AT4G40040;AT5G18380;AT5G27670;AT5G47030;AT5G53560;AT5G56670;AT5G59970;ATMG00030;
S	MYB52	RRTF1_3ARY	16	1601	186	0.0739243	0.152706	1	1	AT1G17880;AT1G19910;AT2G07708;AT2G47730;AT3G02080;AT3G18740;AT3G53020;AT4G34110;AT4G40040;AT5G18380;AT5G27670;AT5G47030;AT5G53560;AT5G56670;AT5G59970;ATMG00030;
S	MYB52	RVE1	3	724	186	0.868223	0.868223	1	1	AT2G07708;AT5G53560;AT5G56670;
S	MYB52	RVE1_2	11	763	186	0.0145543	0.0783242	1	1	AT2G35120;AT2G47170;AT3G49010;AT4G05320;AT5G15230;AT5G27670;AT5G53560;AT5G56670;AT5G59690;AT5G64310;AT5G65360;
S	MYB52_2	MYB55	12	1399	186	0.233403	0.233403	1	1	AT2G07708;AT2G47610;AT2G47730;AT3G10920;AT3G60245;AT4G13930;AT4G32470;AT5G18380;AT5G19760;AT5G47030;AT5G48810;AT5G59870;
S	MYB52_2	MYB55_2	1	165	186	0.672681	0.672681	1	1	AT5G47030;
S	MYB52_2	MYB59	3	680	186	0.838892	0.838892	1	1	AT1G54690;AT3G10920;AT5G47030;
S	MYB52_2	RAP2.3	10	947	186	0.107209	0.166451	1	1	AT1G07820;AT2G07708;AT2G47730;AT3G10920;AT3G60245;AT3G61110;AT5G18380;AT5G47030;AT5G56710;AT5G59870;
S	MYB52_2	RAP2.3_2	10	956	186	0.112156	0.166451	1	1	AT1G07820;AT2G07708;AT2G47730;AT3G10920;AT3G60245;AT3G61110;AT5G02500;AT5G18380;AT5G47030;AT5G59870;
S	MYB52_2	RAP2.3_3ARY	11	957	186	0.0593581	0.152706	1	1	AT1G04270;AT1G07820;AT2G07708;AT2G47730;AT3G10920;AT3G60245;AT3G61110;AT5G18380;AT5G47030;AT5G48810;AT5G59870;
S	MYB52_2	RAP2.6	10	928	186	0.0971918	0.166451	1	1	AT1G07820;AT2G07708;AT2G47610;AT2G47730;AT3G10920;AT3G60245;AT3G61110;AT5G18380;AT5G47030;AT5G59870;
S	MYB52_2	RAP2.6_2	9	961	186	0.200233	0.200233	1	1	AT1G07820;AT2G07708;AT2G47730;AT3G10920;AT3G61110;AT5G02500;AT5G16130;AT5G18380;AT5G47030;
S	MYB52_2	RAP2.6_3ARY	8	926	186	0.28567	0.28567	1	1	AT1G04270;AT1G07820;AT2G47610;AT2G47730;AT3G10920;AT3G61110;AT5G16130;AT5G18380;
S	MYB52_2	RRTF1	10	935	186	0.100815	0.166451	1	1	AT1G07820;AT2G07708;AT2G47610;AT2G47730;AT3G10920;AT3G60245;AT3G61110;AT5G18380;AT5G47030;AT5G59870;
S	MYB52_2	RRTF1_2	8	953	186	0.312231	0.312231	1	1	AT1G07820;AT2G07708;AT3G10920;AT3G60245;AT3G61110;AT5G18380;AT5G47030;AT5G59870;
S	MYB52_2	RRTF1_3ARY	9	953	186	0.193883	0.193883	1	1	AT1G07820;AT2G07708;AT2G47730;AT3G10920;AT3G60245;AT3G61110;AT5G18380;AT5G47030;AT5G59870;
S	MYB52_2	RVE1	4	775	186	0.768528	0.768528	1	1	AT1G54410;AT2G07708;AT3G02230;AT5G02500;
S	MYB52_2	RVE1_2	5	832	186	0.661728	0.661728	1	1	AT1G54410;AT3G02230;AT3G25520;AT5G15230;AT5G65360;
S	MYB55	MYB55_2	20	2141	186	0.0846735	0.166451	1	1	AT1G07920;AT1G15120;AT1G31812;AT2G07708;AT2G35120;AT2G47380;AT2G47610;AT3G04400;AT3G10920;AT3G12120;AT3G53020;AT3G60245;AT4G13930;AT5G08060;AT5G10980;AT5G18380;AT5G19760;AT5G47030;AT5G48810;ATMG00090;
S	MYB55	MYB59	13	2212	186	0.73314	0.73314	1	1	AT1G31812;AT1G67350;AT2G07708;AT2G47110;AT2G47380;AT3G10920;AT3G46030;AT4G14320;AT4G30010;AT4G32470;AT5G10980;AT5G47030;ATMG00090;
S	MYB55	RAP2.3	16	1238	186	0.00965837	0.0592109	1	1	AT2G07708;AT2G47110;AT2G47380;AT2G47730;AT3G10920;AT3G53020;AT3G53730;AT3G60245;AT4G14320;AT5G18380;AT5G47030;AT5G53460;AT5G53560;AT5G59870;ATMG00030;ATMG00090;
S	MYB55	RAP2.3_2	16	1186	186	0.00654965	0.0523972	1	1	AT1G07920;AT2G07708;AT2G47380;AT2G47730;AT3G10920;AT3G46030;AT3G53020;AT3G53730;AT3G60245;AT5G18380;AT5G47030;AT5G53460;AT5G53560;AT5G59870;ATMG00030;ATMG00090;
S	MYB55	RAP2.3_3ARY	18	1204	186	0.00133036	0.0400854	0.247447	1	AT1G07920;AT1G09690;AT2G07708;AT2G47380;AT2G47730;AT3G04400;AT3G09840;AT3G10920;AT3G53020;AT3G60245;AT5G18380;AT5G47030;AT5G48810;AT5G53460;AT5G53560;AT5G59870;ATMG00030;ATMG00090;
S	MYB55	RAP2.6	17	1266	186	0.00535612	0.0482051	0.996238	1	AT1G15120;AT2G07708;AT2G47110;AT2G47380;AT2G47610;AT2G47730;AT3G10920;AT3G53020;AT3G60245;AT4G14320;AT5G18380;AT5G47030;AT5G53460;AT5G53560;AT5G59870;ATMG00030;ATMG00090;
S	MYB55	RAP2.6_2	16	1206	186	0.00763171	0.0592109	1	1	AT1G07920;AT1G15120;AT1G31812;AT2G07708;AT2G47380;AT2G47730;AT3G10920;AT3G53020;AT4G14320;AT5G18380;AT5G47030;AT5G53460;AT5G53560;AT5G59690;ATMG00030;ATMG00090;
S	MYB55	RAP2.6_3ARY	13	1128	186	0.0418717	0.125615	1	1	AT2G35120;AT2G47380;AT2G47610;AT2G47730;AT3G10920;AT3G46030;AT3G53020;AT4G14320;AT5G18380;AT5G53460;AT5G53560;ATMG00030;ATMG00090;
S	MYB55	RRTF1	16	1241	186	0.00986848	0.0592109	1	1	AT2G07708;AT2G47110;AT2G47380;AT2G47610;AT2G47730;AT3G10920;AT3G53020;AT3G60245;AT4G14320;AT5G18380;AT5G47030;AT5G53460;AT5G53560;AT5G59870;ATMG00030;ATMG00090;
S	MYB55	RRTF1_2	15	1171	186	0.0129984	0.0779901	1	1	AT1G07920;AT2G07708;AT2G47110;AT2G47380;AT3G10920;AT3G53020;AT3G53730;AT3G60245;AT5G18380;AT5G47030;AT5G53460;AT5G53560;AT5G59870;ATMG00030;ATMG00090;
S	MYB55	RRTF1_3ARY	16	1207	186	0.00768938	0.0592109	1	1	AT1G07920;AT2G07708;AT2G47110;AT2G47380;AT2G47730;AT3G10920;AT3G53020;AT3G53730;AT3G60245;AT5G18380;AT5G47030;AT5G53460;AT5G53560;AT5G59870;ATMG00030;ATMG00090;
S	MYB55	RVE1	4	727	186	0.723752	0.723752	1	1	AT2G07708;AT3G12120;AT5G53460;AT5G53560;
S	MYB55	RVE1_2	4	809	186	0.796694	0.796694	1	1	AT2G35120;AT3G12120;AT5G53560;AT5G59690;
S	MYB55_2	MYB59	1	528	186	0.972613	0.972613	1	1	ATMG00090;
S	MYB55_2	RAP2.3	13	1226	186	0.0710942	0.152706	1	1	AT1G01100;AT1G67785;AT2G07708;AT2G47380;AT3G04120;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT5G18380;AT5G47030;AT5G56670;ATMG00090;
S	MYB55_2	RAP2.3_2	14	1363	186	0.0766692	0.153338	1	1	AT1G01100;AT1G07920;AT1G67785;AT2G07708;AT2G47380;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT4G05320;AT5G18380;AT5G47030;AT5G56670;ATMG00090;
S	MYB55_2	RAP2.3_3ARY	16	1331	186	0.0180548	0.0869288	1	1	AT1G01100;AT1G04270;AT1G07920;AT2G07708;AT2G47380;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT4G05320;AT4G37830;AT5G18380;AT5G47030;AT5G48810;AT5G56670;ATMG00090;
S	MYB55_2	RAP2.6	13	1185	186	0.0575824	0.152706	1	1	AT1G01100;AT1G15120;AT2G07708;AT2G47380;AT3G04120;AT3G18740;AT3G53020;AT3G60245;AT4G37830;AT5G18380;AT5G47030;AT5G56670;ATMG00090;
S	MYB55_2	RAP2.6_2	13	1348	186	0.122879	0.166451	1	1	AT1G01100;AT1G07920;AT1G15120;AT1G31812;AT2G07708;AT2G47380;AT3G10920;AT3G18740;AT3G53020;AT5G18380;AT5G47030;AT5G56670;ATMG00090;
S	MYB55_2	RAP2.6_3ARY	13	1217	186	0.0679643	0.152706	1	1	AT1G04270;AT1G43170;AT2G35120;AT2G47380;AT2G47610;AT3G04120;AT3G10920;AT3G18740;AT3G53020;AT4G05320;AT5G18380;AT5G56670;ATMG00090;
S	MYB55_2	RRTF1	14	1271	186	0.0485655	0.145697	1	1	AT1G01100;AT1G67785;AT2G07708;AT2G47380;AT3G04120;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT5G18380;AT5G47030;AT5G56670;AT5G62300;ATMG00090;
S	MYB55_2	RRTF1_2	13	1371	186	0.134597	0.166451	1	1	AT1G01100;AT1G07920;AT1G67785;AT2G07708;AT2G47380;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT5G18380;AT5G47030;AT5G56670;ATMG00090;
S	MYB55_2	RRTF1_3ARY	12	1363	186	0.208137	0.208137	1	1	AT1G07920;AT1G67785;AT2G07708;AT2G47380;AT3G10920;AT3G18740;AT3G53020;AT3G60245;AT5G18380;AT5G47030;AT5G56670;ATMG00090;
S	MYB55_2	RVE1	7	674	186	0.170202	0.170202	1	1	AT1G54410;AT1G67785;AT2G07708;AT3G12120;AT3G17390;AT5G56670;AT5G62300;
S	MYB55_2	RVE1_2	9	806	186	0.0952146	0.166451	1	1	AT1G54410;AT1G67785;AT2G35120;AT2G36530;AT3G12120;AT3G17390;AT4G05320;AT4G14880;AT5G56670;
S	MYB59	RAP2.3	10	877	186	0.0731728	0.152706	1	1	AT1G07820;AT2G07708;AT2G47110;AT2G47380;AT3G10920;AT3G53870;AT4G14320;AT5G02450;AT5G47030;ATMG00090;
S	MYB59	RAP2.3_2	11	860	186	0.0315128	0.116218	1	1	AT1G07820;AT2G07708;AT2G47380;AT3G10920;AT3G46030;AT3G53870;AT4G28060;AT5G02450;AT5G02500;AT5G47030;ATMG00090;
S	MYB59	RAP2.3_3ARY	9	876	186	0.137674	0.166451	1	1	AT1G07820;AT2G07708;AT2G47380;AT3G10920;AT3G53870;AT4G28060;AT5G02450;AT5G47030;ATMG00090;
S	MYB59	RAP2.6	10	874	186	0.0718901	0.152706	1	1	AT1G07820;AT2G07708;AT2G47110;AT2G47380;AT3G10920;AT3G53870;AT4G14320;AT5G02450;AT5G47030;ATMG00090;
S	MYB59	RAP2.6_2	13	910	186	0.00883598	0.0592109	1	1	AT1G07820;AT1G08480;AT1G31812;AT2G07708;AT2G47380;AT3G10920;AT3G53870;AT4G14320;AT4G28060;AT5G02450;AT5G02500;AT5G47030;ATMG00090;
S	MYB59	RAP2.6_3ARY	10	867	186	0.068953	0.152706	1	1	AT1G07820;AT1G08480;AT2G47380;AT3G10920;AT3G46030;AT4G14320;AT4G21105;AT4G28060;AT5G02450;ATMG00090;
S	MYB59	RRTF1	10	876	186	0.0727437	0.152706	1	1	AT1G07820;AT2G07708;AT2G47110;AT2G47380;AT3G10920;AT3G53870;AT4G14320;AT5G02450;AT5G47030;ATMG00090;
S	MYB59	RRTF1_2	9	847	186	0.119029	0.166451	1	1	AT1G07820;AT2G07708;AT2G47110;AT2G47380;AT3G10920;AT3G53870;AT5G02450;AT5G47030;ATMG00090;
S	MYB59	RRTF1_3ARY	9	864	186	0.129782	0.166451	1	1	AT1G07820;AT2G07708;AT2G47110;AT2G47380;AT3G10920;AT3G53870;AT5G02450;AT5G47030;ATMG00090;
S	MYB59	RVE1	4	917	186	0.868336	0.868336	1	1	AT2G01250;AT2G07708;AT3G02230;AT5G02500;
S	MYB59	RVE1_2	2	925	186	0.986923	0.986923	1	1	AT2G01250;AT3G02230;
S	RAP2.3	RAP2.3_2	41	4048	186	0.00424361	0.044976	0.789311	1	AT1G01100;AT1G07820;AT1G15930;AT1G19910;AT1G27400;AT1G67785;AT1G72020;AT1G77940;AT2G07708;AT2G17360;AT2G17560;AT2G27720;AT2G47380;AT2G47730;AT3G02080;AT3G02780;AT3G07480;AT3G10920;AT3G18740;AT3G53020;AT3G53730;AT3G53870;AT3G56020;AT3G60245;AT3G61110;AT4G29480;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G27670;AT5G39570;AT5G47030;AT5G53460;AT5G53560;AT5G56670;AT5G59870;AT5G59970;AT5G61170;ATMG00030;ATMG00090;
S	RAP2.3	RAP2.3_3ARY	40	3609	186	0.000913903	0.0400854	0.169986	1	AT1G01100;AT1G07820;AT1G15930;AT1G17880;AT1G19910;AT1G20693;AT1G27400;AT1G72020;AT1G77940;AT2G07708;AT2G17360;AT2G17560;AT2G20820;AT2G27720;AT2G47380;AT2G47730;AT3G02080;AT3G07480;AT3G10920;AT3G18740;AT3G53020;AT3G53870;AT3G56020;AT3G60245;AT3G61110;AT4G29480;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G27670;AT5G47030;AT5G53460;AT5G53560;AT5G56670;AT5G59870;AT5G59970;AT5G61170;ATMG00030;ATMG00090;
S	RAP2.3	RAP2.6	0	71	186	1	1	1	1	
S	RAP2.3	RAP2.6_2	29	2789	186	0.0119192	0.0715149	1	1	AT1G01100;AT1G07820;AT1G27400;AT1G72020;AT2G07708;AT2G47380;AT2G47730;AT3G02080;AT3G02780;AT3G07480;AT3G10920;AT3G18740;AT3G53020;AT3G53870;AT3G56020;AT3G61110;AT4G14320;AT4G40040;AT5G02450;AT5G18380;AT5G27670;AT5G39570;AT5G47030;AT5G53460;AT5G53560;AT5G56670;AT5G59970;ATMG00030;ATMG00090;
S	RAP2.3	RAP2.6_3ARY	31	2900	186	0.00635084	0.0508067	1	1	AT1G07820;AT1G17880;AT1G19910;AT1G20693;AT2G17360;AT2G20820;AT2G27720;AT2G47380;AT3G02080;AT3G02780;AT3G04120;AT3G10920;AT3G18740;AT3G53020;AT3G56020;AT3G61110;AT4G11150;AT4G14320;AT4G29480;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G27670;AT5G39570;AT5G53460;AT5G53560;AT5G56670;AT5G59970;ATMG00030;ATMG00090;
S	RAP2.3	RRTF1	1	67	186	0.364084	0.364084	1	1	AT5G56670;
S	RAP2.3	RRTF1_2	41	3815	186	0.00142003	0.0400854	0.264125	1	AT1G01100;AT1G07820;AT1G15930;AT1G17880;AT1G19910;AT1G27400;AT1G67785;AT1G72020;AT2G07708;AT2G17360;AT2G17560;AT2G27720;AT2G47110;AT2G47380;AT3G02080;AT3G02780;AT3G07480;AT3G10920;AT3G18740;AT3G53020;AT3G53730;AT3G53870;AT3G56020;AT3G60245;AT3G61110;AT4G29480;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G27670;AT5G39570;AT5G47030;AT5G53460;AT5G53560;AT5G56670;AT5G59870;AT5G59970;AT5G61170;ATMG00030;ATMG00090;
S	RAP2.3	RRTF1_3ARY	42	3997	186	0.00189718	0.0400854	0.352876	1	AT1G07820;AT1G15930;AT1G17880;AT1G19910;AT1G20693;AT1G27400;AT1G67785;AT1G72020;AT1G77940;AT2G07708;AT2G17360;AT2G17560;AT2G27720;AT2G47110;AT2G47380;AT2G47730;AT3G02080;AT3G07480;AT3G10920;AT3G18740;AT3G53020;AT3G53730;AT3G53870;AT3G56020;AT3G60245;AT3G61110;AT4G29480;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G27670;AT5G39570;AT5G47030;AT5G53460;AT5G53560;AT5G56670;AT5G59870;AT5G59970;AT5G61170;ATMG00030;ATMG00090;
S	RAP2.3	RVE1	7	579	186	0.0970378	0.166451	1	1	AT1G67785;AT2G07708;AT2G17560;AT3G07480;AT5G53460;AT5G53560;AT5G56670;
S	RAP2.3	RVE1_2	7	645	186	0.145708	0.166451	1	1	AT1G67785;AT2G17560;AT4G11150;AT5G27670;AT5G39570;AT5G53560;AT5G56670;
S	RAP2.3_2	RAP2.3_3ARY	0	15	186	1	1	1	1	
S	RAP2.3_2	RAP2.6	40	3812	186	0.00255304	0.0400854	0.474865	1	AT1G01100;AT1G07820;AT1G15930;AT1G19910;AT1G27400;AT1G67785;AT1G72020;AT1G77940;AT1G78040;AT2G07708;AT2G17360;AT2G17560;AT2G27720;AT2G47380;AT2G47730;AT3G02080;AT3G07480;AT3G10920;AT3G18740;AT3G53020;AT3G53870;AT3G56020;AT3G60245;AT3G61110;AT4G29480;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G27670;AT5G39570;AT5G47030;AT5G53460;AT5G53560;AT5G56670;AT5G59870;AT5G59970;AT5G61170;ATMG00030;ATMG00090;
S	RAP2.3_2	RAP2.6_2	2	49	186	0.0430467	0.12914	1	1	AT3G02080;AT3G56020;
S	RAP2.3_2	RAP2.6_3ARY	33	3070	186	0.00444639	0.044976	0.827029	1	AT1G07820;AT1G19910;AT1G20693;AT1G77940;AT1G78040;AT2G17360;AT2G27720;AT2G47380;AT2G47730;AT3G02080;AT3G02780;AT3G10920;AT3G18740;AT3G46030;AT3G53020;AT3G56020;AT3G61110;AT4G05320;AT4G28060;AT4G29480;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G22880;AT5G27670;AT5G39570;AT5G53460;AT5G53560;AT5G56670;AT5G59970;ATMG00030;ATMG00090;
S	RAP2.3_2	RRTF1	39	3830	186	0.00490258	0.044976	0.911879	1	AT1G01100;AT1G07820;AT1G15930;AT1G19910;AT1G27400;AT1G67785;AT1G72020;AT1G77940;AT2G07708;AT2G17360;AT2G17560;AT2G27720;AT2G47380;AT2G47730;AT3G02080;AT3G07480;AT3G10920;AT3G18740;AT3G53020;AT3G53870;AT3G56020;AT3G60245;AT3G61110;AT4G29480;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G27670;AT5G39570;AT5G47030;AT5G53460;AT5G53560;AT5G56670;AT5G59870;AT5G59970;AT5G61170;ATMG00030;ATMG00090;
S	RAP2.3_2	RRTF1_2	0	16	186	1	1	1	1	
S	RAP2.3_2	RRTF1_3ARY	0	9	186	1	1	1	1	
S	RAP2.3_2	RVE1	8	588	186	0.0460279	0.138084	1	1	AT1G67785;AT2G07708;AT2G17560;AT3G07480;AT5G02500;AT5G53460;AT5G53560;AT5G56670;
S	RAP2.3_2	RVE1_2	8	634	186	0.0655132	0.152706	1	1	AT1G67785;AT2G17560;AT4G05320;AT5G22880;AT5G27670;AT5G39570;AT5G53560;AT5G56670;
S	RAP2.3_3ARY	RAP2.6	41	3541	186	0.000317856	0.035282	0.0591212	0.495855	AT1G01100;AT1G07820;AT1G08880;AT1G15930;AT1G17880;AT1G19910;AT1G27400;AT1G72020;AT1G77940;AT1G78040;AT2G07708;AT2G17360;AT2G17560;AT2G27720;AT2G47380;AT2G47730;AT3G02080;AT3G07480;AT3G10920;AT3G18740;AT3G53020;AT3G53870;AT3G56020;AT3G60245;AT3G61110;AT4G29480;AT4G34110;AT4G37830;AT4G40040;AT5G02450;AT5G18380;AT5G27670;AT5G47030;AT5G53460;AT5G53560;AT5G56670;AT5G59870;AT5G59970;AT5G61170;ATMG00030;ATMG00090;
S	RAP2.3_3ARY	RAP2.6_2	3	115	186	0.0427586	0.128276	1	1	AT2G07708;AT3G02080;AT3G56020;
